0	0	0
1.751	2.8465	0.025258
3.9936	-2.193	0.05996
1.8266	1.452	0.02413
2.6953	3.4098	0.033914
-2.4106	-2.8979	0.066437
-0.21851	2.3099	0.0056811
3.0652	0.19215	0.098918
2.1578	-2.8697	0.090399
-0.44007	1.1488	0.079406
1.9264	-1.2477	0.0084792
-0.30957	0.082915	0.092822
-1.4757	2.7392	0.055618
0.10556	-0.0057851	0.029219
1.247	-2.9558	0.0012561
-0.27769	0.95447	0.041829
1.841	-1.8207	0.099946
-0.98919	2.2126	0.067354
3.5273	-0.91081	0.054985
3.1675	-1.5248	0.077195
-3.6436	0.088393	0.031969
-2.2256	0.11533	0.06893
1.7196	-0.08429	0.036484
-2.2288	1.7319	0.0073261
4.1109	-1.414	0.091789
3.9138	2.5324	0.010276
-2.3886	2.1666	0.074845
-0.31938	-2.5964	0.078429
-0.06554	-2.7366	0.035314
0.39085	0.74847	0.0021157
-0.50847	0.59946	0.0016422
-1.6235	-2.6071	0.033899
-2.1593	-2.2357	0.072046
-0.51477	-3.2156	0.09014
-0.16446	-0.31109	0.047366
0.38185	0.10548	0.0055742
-0.95317	2.9485	0.040777
-2.0699	0.16456	0.033576
-1.2396	1.8507	0.03041
0.38921	0.20004	0.029649
-1.0797	1.7945	0.097142
0.45589	0.44152	0.057529
3.1629	3.9602	0.023737
-2.5514	2.5059	0.091166
0.12708	-2.3419	0.0037761
0.46127	-0.5263	0.055703
2.3465	-2.9624	0.067447
3.2674	3.6151	0.093253
2.8319	-3.285	0.098848
-3.6602	-2.4639	0.017239
-0.73919	-0.47081	0.00029807
1.3201	-0.74767	0.012321
4.0132	1.4717	0.016428
-0.65892	-2.2509	0.057167
-5.0149	0.063701	0.056742
-0.94168	1.0572	0.075767
1.885	-0.021162	0.011049
3.5729	-1.0381	0.073538
-2.7665	-0.23211	0.053314
-1.3745	-2.5107	0.046407
0.43681	0.0051887	0.059443
-0.42684	0.018908	0.098321
-1.0112	-0.20121	0.036518
-1.5707	4.2889	0.027546
2.1501	-2.6044	0.032796
2.8494	1.2589	0.088782
-0.29153	-0.064046	0.077577
2.6017	0.10319	0.023168
-0.8223	-1.3326	0.065062
-1.1685	-0.29088	0.003186
-3.7106	1.3203	0.097512
0.95851	-4.4016	0.011479
0.14326	0.22754	0.014239
1.6078	2.3521	0.071914
0.31862	-0.7714	0.03279
4.9165	-0.68772	0.067792
-0.59632	2.657	0.010174
-1.4935	-2.2675	0.055987
1.2531	-3.3648	0.012277
1.7737	-3.7672	0.02509
-1.5159	4.1991	0.057018
2.8509	1.4348	0.00088831
-0.072839	-0.066358	0.046846
0.75545	0.8696	0.029404
0.13146	-0.33724	0.025934
2.5751	-0.36014	0.051948
3.6429	-2.6319	0.050107
1.2061	2.6829	0.0064558
2.8097	-1.4983	0.048483
0.50313	0.58209	0.08193
3.6233	1.0122	0.065966
-0.67759	-1.2854	0.019415
3.0801	3.1863	0.095887
0.77326	3.9547	0.095393
-1.3236	-2.0528	0.09069
-2.1535	4.3897	0.038107
-2.6898	-0.041893	0.064179
-1.1141	-0.24481	0.082031
-1.0236	0.26903	0.041696
-0.15187	-0.017907	0.071782
-1.609	-0.78407	0.08323
-3.1728	2.8242	0.06694
0.87872	-1.1171	0.0557
-2.0428	2.6123	0.095982
0.54272	-0.66799	0.08947
-1.3382	0.73499	0.012593
0.23434	1.8933	0.045322
-0.55514	-3.2803	0.030337
2.4199	1.6128	0.012696
1.5035	2.1603	0.032043
0.26511	-0.18001	0.03694
-3.5079	-1.7523	0.085705
-0.068541	-0.15143	0.018093
3.0644	1.6409	0.0099291
-2.7044	3.6222	0.0017634
-1.1665	1.537	0.079786
2.3597	2.082	0.025654
-3.4689	0.16495	0.035983
-3.6382	1.6212	0.080853
0.35193	3.151	0.056625
1.1033	3.352	0.078208
-0.18294	4.0802	0.048781
1.5626	1.0472	0.044157
-0.031966	0.25837	0.033795
0.19239	0.55006	0.0054782
-2.3868	1.3615	0.069234
4.2686	0.48425	0.0017722
0.96217	2.5202	0.042142
-0.44552	4.5826	0.088138
-0.40572	-0.28177	0.00014805
3.2353	2.9066	0.05007
2.4853	3.5957	0.07548
-3.9116	2.1203	0.067551
0.45094	0.12826	0.01811
-1.7339	0.24441	0.099602
1.1377	-0.36074	0.089146
3.3189	-2.6915	0.069599
0.61729	-0.38542	0.010201
0.97903	4.3879	0.087168
-0.71006	-0.71244	0.090835
4.3108	0.40623	0.090608
0.22753	-1.0509	0.056714
3.3663	0.17932	0.040824
0.079619	-1.1359	0.010064
-0.19198	0.343	0.054388
1.7403	1.342	0.044019
1.3328	-0.85998	0.063055
0.41996	-2.989	0.021449
0.93506	0.92691	0.063981
3.6081	-0.93405	0.096842
-0.64617	1.0196	0.069721
-0.016346	-0.013231	0.088416
-0.034212	-0.017593	0.092684
4.6642	-0.41157	0.094526
0.21108	-0.017863	0.051788
-2.6204	0.68354	0.017818
-0.70092	0.69024	0.082197
0.83309	0.16868	0.0048909
-0.6748	-3.4338	0.012916
-0.039684	3.3598	0.093192
-3.2906	2.1834	0.028091
1.2117	-2.3509	0.09441
-3.6509	-1.6327	0.068434
-2.5721	-1.3341	0.067415
-0.88928	2.5111	0.03767
-0.48169	1.8995	0.08681
-0.39966	2.9534	0.055854
-0.64491	-2.4767	0.030337
0.17081	2.8246	0.084924
-3.9786	-1.5748	0.078456
-1.6318	3.1521	0.097063
-0.05359	0.29961	0.097825
-0.43731	4.5091	0.060327
-1.3243	-0.020546	0.0014928
-2.5361	-1.1528	0.025693
2.2128	2.2438	0.031005
3.9807	1.2622	0.022729
1.0671	-2.5457	0.072256
0.06427	0.20409	0.064914
-0.81359	-4.1112	0.092958
-1.9087	-4.4102	0.0544
2.1769	3.6237	0.044185
1.2016	-1.7267	0.064023
-2.5422	0.38639	0.022018
-0.85178	-3.2359	0.0049502
-1.0253	3.3633	0.021045
0.56838	3.888	0.086419
3.649	-2.5637	0.011084
-0.84214	-0.79145	0.096497
0.44886	4.0094	0.040366
-3.1183	-2.2656	0.018237
3.2913	3.701	0.056284
0.57154	0.20047	0.041236
0.98838	3.4825	0.078841
0.43993	3.404	0.0077033
-0.59376	-0.72407	0.0027241
0.35368	1.8343	0.084185
-0.9539	-1.7111	0.012068
-1.5669	-2.5081	0.095265
-0.33323	0.95607	0.061217
-0.86699	-0.38712	0.026351
-2.6237	-3.7849	0.069648
-0.90744	-1.5499	0.052642
-0.35693	-0.0077035	0.062898
1.0187	0.20385	0.062064
0.21215	-2.5241	0.072012
0.46592	-1.9767	0.0045182
2.0679	-4.1271	0.080583
-0.95187	0.86236	0.039445
-0.74548	0.97863	0.016501
-0.058992	0.10648	0.089729
-0.68159	-2.2131	0.089234
-2.6223	2.3444	0.084507
3.5198	0.69751	0.059701
-2.2933	0.64068	0.041774
-0.10234	0.54742	0.055704
-1.7249	2.8638	0.054389
2.9976	1.0197	0.071848
-0.72294	-0.18555	0.037279
-0.77063	0.71518	0.024019
3.3991	-0.033325	0.066881
-1.7154	-0.32298	0.0036679
1.1219	-0.97119	0.038558
0.83152	-1.9027	0.078306
-1.9319	3.81	0.034348
-0.16051	1.5751	0.056602
-0.67309	3.8125	0.031826
0.076489	-2.7397	0.099308
3.9336	-0.52394	0.0027324
-2.486	-3.1015	0.027254
2.8309	-3.7831	0.050234
0.38396	-0.49346	0.036967
-4.0554	-1.5721	0.022194
-0.083105	4.2806	0.038638
-1.0734	1.0516	0.080427
-1.1723	-0.34094	0.078463
2.3741	0.6868	0.065541
-0.50662	0.86044	0.035743
1.5012	-4.3775	0.033902
-1.5916	0.064392	0.00527
-0.03326	0.60091	0.086286
-0.48932	2.21	0.0073851
1.132	-2.5315	0.06846
-0.25976	-0.16794	0.057359
-2.1831	1.7185	0.043095
2.3372	1.9561	0.048619
1.4164	-0.031267	0.067853
2.1798	0.072619	0.020321
-0.024425	2.5531	0.036828
-1.4718	-2.6913	0.075989
-3.073	-2.9293	0.0105
-4.0294	2.1502	0.063913
-1.678	-1.793	0.075556
1.2773	0.32236	0.06462
-0.78413	0.27698	0.066842
-1.484	2.7736	0.059229
1.2639	-4.1084	0.074032
2.7713	-3.545	0.046408
0.77278	-0.40391	0.014358
-0.87148	2.9346	0.031872
3.4442	-2.4178	0.084785
3.408	2.3244	0.065782
-3.2004	2.4829	0.038896
-1.9516	-4.0157	0.091701
1.1828	1.7039	0.05276
3.8866	1.6895	0.015891
2.5018	1.9754	0.069301
0.9164	0.63516	0.078341
-1.5292	1.1726	0.084645
3.5559	-0.33229	0.045729
-0.19638	-0.090836	0.008896
-0.29309	1.4255	0.013562
-1.5416	-2.7476	0.057132
-0.42221	-0.39328	0.062354
1.5961	-0.9377	0.069715
0.68094	2.4831	0.041573
1.5799	0.52423	0.013873
-1.3239	-4.3577	0.03101
1.9039	2.9885	0.071236
-0.29458	-0.54437	0.021245
4.5771	2.0949	0.07338
4.6616	0.88159	0.038934
2.1485	-3.3107	0.0021103
0.07768	-3.1489	0.065083
3.9515	2.7877	0.063436
0.14748	0.5525	0.071843
3.764	2.2887	0.080162
2.5595	-2.8762	0.068087
3.4607	0.53895	0.027699
-0.036332	3.6945	0.065446
-2.2988	-2.0428	0.076478
-0.67711	0.1363	0.029198
-0.20929	-2.8557	0.081849
0.61357	1.7116	0.0077722
-3.2429	-1.0146	0.090888
-1.6458	0.43229	0.099767
1.6407	-0.29834	0.04188
-0.50216	0.99788	0.026591
0.5652	1.8417	0.025996
-2.0351	-0.91544	0.034011
-2.3912	0.25444	0.078858
-0.3632	1.3303	0.063652
-3.6871	2.5006	0.074723
-0.26865	-0.0046566	0.090319
0.56856	-2.2331	0.099997
3.7727	2.5044	0.097721
1.3974	4.4414	0.047598
0.88601	0.13904	0.047773
-1.2533	-2.7237	0.0068609
-0.20754	-2.2484	0.030473
2.9174	3.9875	0.09231
-1.4527	3.6756	0.068617
-2.3811	4.2162	0.028638
0.49284	1.171	0.04339
-0.14263	-0.34507	0.036741
-1.1361	-0.4885	0.050026
-3.7591	-1.0718	0.015761
4.4633	-1.9799	0.044758
1.1293	0.22586	0.091474
-2.3551	-3.8327	0.008877
0.74907	-4.6964	0.037212
-0.56284	-0.75402	0.0052508
3.1183	-0.30014	0.082236
4.1546	-1.2063	0.080505
0.0074591	-1.5897	0.084305
0.72403	0.50408	0.066203
-3.6068	0.70994	0.096104
2.3308	1.7881	0.059784
-1.5908	1.6488	0.087839
2.0839	0.97702	0.0052432
0.55637	-0.3446	0.0023191
-0.063097	-0.045788	0.020523
4.5343	-0.53513	0.057773
0.6975	-0.42586	0.077126
-4.2871	-0.0099053	0.087209
2.2991	0.70485	0.0080858
-0.55329	-1.5092	0.085004
0.58179	0.292	0.093043
-3.3688	-0.69457	0.053762
-3.1102	-3.367	0.0052655
1.0086	-1.451	0.08868
-0.77974	-0.76695	0.015985
2.6121	1.3459	0.079575
-0.85389	2.6421	0.03073
1.4525	-1.3096	0.065248
-0.045859	-0.43959	0.087429
-1.7958	-1.1496	0.014538
-2.2674	-2.3514	0.086935
0.040839	-0.66349	0.086228
0.058037	3.4984	0.074752
0.7555	4.0997	0.066751
-0.84873	4.2324	0.093169
0.53028	-3.0388	0.039304
-3.5722	2.0194	0.044407
2.8447	2.3044	0.021739
-3.0797	1.8399	0.079689
4.0067	-2.4647	0.087003
-0.90127	-0.38262	0.072623
